member,generation,scenario,scenario_label,T_factor,S_factor,T_value,S_value,base_T_value,base_S_value,archive_pumping_objective_cfs,pumping_objective_reeval_cfs,full_model_total_pumping_cfs,archive_depletion_cfs,depletion_cfs,streamflow_cfs,baseline_depletion_cfs,baseline_streamflow_cfs,depletion_change_from_baseline_cfs,streamflow_change_from_baseline_cfs,absolute_streamflow_error_cfs,streamflow_shortfall_below_baseline_cfs
gen=42_member=7127_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,33.1831636,33.183068642146345,111.79559784214636,2.56094,2.5609438201383607,6.039056179861639,2.5609438201383607,6.039056179861639,0.0,0.0,0.0,0.0
gen=46_member=7815_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,30.2096748,30.209600453547942,108.82212965354798,1.82093,1.8209316870333607,6.779068312966639,1.8209316870333607,6.779068312966639,0.0,0.0,0.0,0.0
gen=41_member=6988_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,27.9351096,27.935094147883344,106.54762334788336,1.48478,1.4847806569614803,7.115219343038519,1.4847806569614803,7.115219343038519,0.0,0.0,0.0,0.0
gen=39_member=6630_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,32.2866164,32.28667995166453,110.89920915166454,2.28023,2.280231493565503,6.319768506434497,2.280231493565503,6.319768506434497,0.0,0.0,0.0,0.0
gen=46_member=7750_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,33.3573932,33.35737322320111,111.9699024232011,2.61481,2.6148133674398326,5.985186632560167,2.6148133674398326,5.985186632560167,0.0,0.0,0.0,0.0
gen=47_member=8066_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,36.1452896,36.14526258672567,114.75779178672568,3.76811,3.7681126270390246,4.831887372960975,3.7681126270390246,4.831887372960975,0.0,0.0,0.0,0.0
gen=49_member=8375_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,33.014504,33.01442462041577,111.62695382041578,2.48535,2.4853491554079423,6.114650844592058,2.4853491554079423,6.114650844592058,0.0,0.0,0.0,0.0
gen=48_member=8129_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,36.6334444,36.63353389800296,115.24606309800296,4.0627,4.06270361545497,4.53729638454503,4.06270361545497,4.53729638454503,0.0,0.0,0.0,0.0
gen=39_member=6585_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.7828676,34.78292178056862,113.3954509805686,3.109,3.109000659648074,5.490999340351926,3.109000659648074,5.490999340351926,0.0,0.0,0.0,0.0
gen=47_member=8011_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.1213008,35.12122980345115,113.73375900345114,3.26403,3.2640326550202103,5.335967344979789,3.2640326550202103,5.335967344979789,0.0,0.0,0.0,0.0
gen=40_member=6726_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,31.2425756,31.242517549639818,109.85504674963984,2.03707,2.037067297747835,6.562932702252165,2.037067297747835,6.562932702252165,0.0,0.0,0.0,0.0
gen=44_member=7543_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.1870268,35.18705597340057,113.79958517340056,3.29833,3.298334361468742,5.301665638531258,3.298334361468742,5.301665638531258,0.0,0.0,0.0,0.0
gen=43_member=7287_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,33.646587600000004,33.64656535247972,112.25909455247972,2.68124,2.6812389897553146,5.918761010244685,2.6812389897553146,5.918761010244685,0.0,0.0,0.0,0.0
gen=41_member=6982_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,36.2787468,36.278668778733376,114.8911979787334,3.84028,3.840282054968746,4.759717945031253,3.840282054968746,4.759717945031253,0.0,0.0,0.0,0.0
gen=33_member=5577_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.0012852,34.00137781832889,112.6139070183289,2.80281,2.802809316052238,5.797190683947761,2.802809316052238,5.797190683947761,0.0,0.0,0.0,0.0
gen=48_member=8183_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.7057788,34.70587203703935,113.31840123703935,3.0773,3.077297589094499,5.5227024109055005,3.077297589094499,5.5227024109055005,0.0,0.0,0.0,0.0
gen=48_member=8234_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,23.7818948,23.781937390842728,102.39446659084273,1.1268,1.1267995679231435,7.473200432076856,1.1267995679231435,7.473200432076856,0.0,0.0,0.0,0.0
gen=42_member=7080_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.2182188,35.21819334968434,113.83072254968432,3.313,3.312997349575764,5.287002650424236,3.312997349575764,5.287002650424236,0.0,0.0,0.0,0.0
gen=47_member=8007_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.1347424,34.13470291303967,112.74723211303969,2.85212,2.8521192952616707,5.7478807047383285,2.8521192952616707,5.7478807047383285,0.0,0.0,0.0,0.0
gen=35_member=5961_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,36.8771876,36.87726444522587,115.48979364522586,4.16397,4.163974337028345,4.436025662971654,4.163974337028345,4.436025662971654,0.0,0.0,0.0,0.0
gen=31_member=5281_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,33.1156552,33.11569694121411,111.72822614121412,2.52766,2.527655550535176,6.072344449464824,2.527655550535176,6.072344449464824,0.0,0.0,0.0,0.0
gen=44_member=7417_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,28.0400484,28.04007293817745,106.65260213817746,1.50233,1.5023341028356043,7.097665897164395,1.5023341028356043,7.097665897164395,0.0,0.0,0.0,0.0
gen=32_member=5429_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,36.2145804,36.21459753522952,114.82712673522953,3.8078,3.807797140389488,4.792202859610511,3.807797140389488,4.792202859610511,0.0,0.0,0.0,0.0
gen=37_member=6347_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.6629276,35.66303769617801,114.275566896178,3.52921,3.5292051773858613,5.070794822614138,3.5292051773858613,5.070794822614138,0.0,0.0,0.0,0.0
gen=42_member=7094_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,32.7239728,32.72396444274264,111.33649364274264,2.40462,2.404624081507928,6.195375918492072,2.404624081507928,6.195375918492072,0.0,0.0,0.0,0.0
gen=45_member=7577_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,33.348481199999995,33.348578128286576,111.96110732828656,2.59343,2.593432230219679,6.006567769780321,2.593432230219679,6.006567769780321,0.0,0.0,0.0,0.0
gen=38_member=6402_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,30.5117916,30.51186014513365,109.12438934513364,1.8927,1.8927029265017543,6.707297073498245,1.8927029265017543,6.707297073498245,0.0,0.0,0.0,0.0
gen=31_member=5196_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,37.154128,37.154036317385696,115.76656551738569,4.37901,4.3790099839992,4.220990016000799,4.3790099839992,4.220990016000799,0.0,0.0,0.0,0.0
gen=41_member=6995_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,33.0581728,33.05810757863159,111.6706367786316,2.50823,2.5082290688344937,6.091770931165506,2.5082290688344937,6.091770931165506,0.0,0.0,0.0,0.0
gen=39_member=6611_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.8961992,35.89623286365389,114.5087620636539,3.66312,3.663118269814579,4.936881730185421,3.663118269814579,4.936881730185421,0.0,0.0,0.0,0.0
gen=49_member=8310_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,30.436708,30.43676948862573,109.04929868862573,1.88142,1.8814224001312525,6.718577599868747,1.8814224001312525,6.718577599868747,0.0,0.0,0.0,0.0
gen=41_member=6917_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,30.7027312,30.7026693264571,109.3151985264571,1.93448,1.9344802970633983,6.665519702936601,1.9344802970633983,6.665519702936601,0.0,0.0,0.0,0.0
gen=42_member=7156_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,30.610492,30.610510708305725,109.22303990830572,1.91823,1.9182267449739132,6.681773255026086,1.9182267449739132,6.681773255026086,0.0,0.0,0.0,0.0
gen=29_member=4898_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.9271684,35.92717187396659,114.5397010739666,3.68037,3.680374002125098,4.919625997874902,3.680374002125098,4.919625997874902,0.0,0.0,0.0,0.0
gen=47_member=7961_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,32.81844,32.81846706326812,111.43099626326811,2.42627,2.4262709560882163,6.173729043911783,2.4262709560882163,6.173729043911783,0.0,0.0,0.0,0.0
gen=31_member=5213_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.374698,34.37459988167344,112.98712908167344,2.94698,2.9469766581836145,5.653023341816385,2.9469766581836145,5.653023341816385,0.0,0.0,0.0,0.0
gen=33_member=5529_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,18.32982284,18.32982475749499,96.94235395749496,0.902294,0.9022937938185508,7.697706206181449,0.9022937938185508,7.697706206181449,0.0,0.0,0.0,0.0
gen=41_member=6902_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,29.6283896,29.628353465378915,108.24088266537892,1.72975,1.7297505883192237,6.870249411680776,1.7297505883192237,6.870249411680776,0.0,0.0,0.0,0.0
gen=43_member=7373_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,30.5668232,30.566917442941545,109.17944664294156,1.90841,1.908406212310852,6.691593787689148,1.908406212310852,6.691593787689148,0.0,0.0,0.0,0.0
gen=43_member=7354_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,36.3656388,36.365559376347385,114.9780885763474,3.91205,3.912045083841329,4.68795491615867,3.912045083841329,4.68795491615867,0.0,0.0,0.0,0.0
gen=48_member=8255_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,18.69207336,18.692080334260165,97.30460953426017,0.907206,0.9072063929299552,7.692793607070044,0.9072063929299552,7.692793607070044,0.0,0.0,0.0,0.0
gen=38_member=6443_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,31.6712428,31.67115470758055,110.28368390758054,2.14746,2.1474636576256336,6.452536342374366,2.1474636576256336,6.452536342374366,0.0,0.0,0.0,0.0
gen=47_member=7988_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,30.769794,30.769795007202468,109.38232420720249,1.94462,1.9446224455793009,6.655377554420699,1.9446224455793009,6.655377554420699,0.0,0.0,0.0,0.0
gen=37_member=6360_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,28.05609,28.056013799679008,106.668542999679,1.51193,1.5119307530994452,7.088069246900554,1.5119307530994452,7.088069246900554,0.0,0.0,0.0,0.0
gen=48_member=8171_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.994082,34.99403631605541,113.60656551605544,3.20978,3.2097832134087616,5.390216786591238,3.2097832134087616,5.390216786591238,0.0,0.0,0.0,0.0
gen=45_member=7732_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,28.232102,28.232171596528566,106.84470079652856,1.52704,1.5270430343618209,7.072956965638179,1.5270430343618209,7.072956965638179,0.0,0.0,0.0,0.0
gen=35_member=5956_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.0774828,34.07740547464268,112.6899346746427,2.82984,2.8298424505292394,5.77015754947076,2.8298424505292394,5.77015754947076,0.0,0.0,0.0,0.0
gen=45_member=7623_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,26.867897600000003,26.86788661943628,105.48041581943627,1.35875,1.3587454728667916,7.241254527133208,1.3587454728667916,7.241254527133208,0.0,0.0,0.0,0.0
gen=34_member=5765_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,30.9233032,30.92338623359191,109.5359154335919,1.98173,1.9817261402621529,6.618273859737847,1.9817261402621529,6.618273859737847,0.0,0.0,0.0,0.0
gen=38_member=6501_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,32.3964568,32.396349530682755,111.00887873068277,2.32041,2.3204104251195217,6.279589574880478,2.3204104251195217,6.279589574880478,0.0,0.0,0.0,0.0
gen=48_member=8203_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,32.4539392,32.453841272609736,111.06637047260976,2.33521,2.335212797343845,6.264787202656155,2.335212797343845,6.264787202656155,0.0,0.0,0.0,0.0
gen=47_member=7974_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.0424296,35.04236881028093,113.65489801028092,3.23167,3.231672181574875,5.368327818425125,3.231672181574875,5.368327818425125,0.0,0.0,0.0,0.0
gen=42_member=7123_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.3967552,34.396745119239434,113.00927431923942,2.95964,2.959639070757825,5.640360929242174,2.959639070757825,5.640360929242174,0.0,0.0,0.0,0.0
gen=30_member=5110_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,36.3952712,36.39534938259375,115.00787858259372,3.93251,3.932509378217297,4.667490621782703,3.932509378217297,4.667490621782703,0.0,0.0,0.0,0.0
gen=40_member=6879_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.52546,35.52547804840835,114.13800724840836,3.47595,3.475950463907369,5.124049536092631,3.475950463907369,5.124049536092631,0.0,0.0,0.0,0.0
gen=31_member=5217_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,36.452308,36.4522647735805,115.0647939735805,3.94088,3.940880276296,4.659119723704,3.940880276296,4.659119723704,0.0,0.0,0.0,0.0
gen=42_member=7215_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.9225632,34.92253563470857,113.53506483470858,3.17583,3.175829157195778,5.424170842804221,3.175829157195778,5.424170842804221,0.0,0.0,0.0,0.0
gen=37_member=6211_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,20.6564564,20.656455308041814,99.2689845080418,1.01369,1.0136914070123024,7.586308592987697,1.0136914070123024,7.586308592987697,0.0,0.0,0.0,0.0
gen=40_member=6803_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,33.8223768,33.822321012801254,112.43485021280124,2.72359,2.723594315576165,5.876405684423834,2.723594315576165,5.876405684423834,0.0,0.0,0.0,0.0
gen=30_member=5155_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.1209288,34.12094915647915,112.73347835647915,2.84803,2.848031611013018,5.751968388986981,2.848031611013018,5.751968388986981,0.0,0.0,0.0,0.0
gen=32_member=5405_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,27.8664872,27.86653650330677,106.47906570330676,1.47179,1.4717926599847913,7.128207340015209,1.4717926599847913,7.128207340015209,0.0,0.0,0.0,0.0
gen=37_member=6224_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.2442864,35.24434680969291,113.85687600969293,3.32624,3.326237167132866,5.273762832867133,3.326237167132866,5.273762832867133,0.0,0.0,0.0,0.0
gen=36_member=6188_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,26.5450604,26.54503702240775,105.15756622240777,1.34227,1.342270068175498,7.257729931824501,1.342270068175498,7.257729931824501,0.0,0.0,0.0,0.0
gen=44_member=7508_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.030844,35.030748929325185,113.64327812932515,3.22133,3.2213251018364017,5.378674898163598,3.2213251018364017,5.378674898163598,0.0,0.0,0.0,0.0
gen=48_member=8233_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.6763692,34.67641402474263,113.28894322474264,3.06245,3.0624463998642413,5.537553600135759,3.0624463998642413,5.537553600135759,0.0,0.0,0.0,0.0
gen=27_member=4602_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,31.533998,31.534063129350688,110.1465923293507,2.12737,2.1273719794302,6.4726280205698,2.1273719794302,6.4726280205698,0.0,0.0,0.0,0.0
gen=34_member=5714_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.2895148,35.289422752427136,113.90195195242715,3.37452,3.3745240137867936,5.225475986213207,3.3745240137867936,5.225475986213207,0.0,0.0,0.0,0.0
gen=33_member=5592_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,32.9057776,32.90581117439859,111.5183403743986,2.46009,2.4600901846108965,6.139909815389103,2.4600901846108965,6.139909815389103,0.0,0.0,0.0,0.0
gen=46_member=7897_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.6601048,34.66001472979494,113.27254392979496,3.05438,3.054383085197773,5.545616914802227,3.054383085197773,5.545616914802227,0.0,0.0,0.0,0.0
gen=44_member=7516_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,36.109196,36.10912532430648,114.72165452430647,3.75377,3.753768229615384,4.846231770384616,3.753768229615384,4.846231770384616,0.0,0.0,0.0,0.0
gen=47_member=8023_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,36.075776,36.0756878960716,114.68821709607164,3.73629,3.736287275768742,4.863712724231258,3.736287275768742,4.863712724231258,0.0,0.0,0.0,0.0
gen=43_member=7367_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.8665668,35.86655852747779,114.4790877274778,3.64645,3.646452731121315,4.953547268878685,3.646452731121315,4.953547268878685,0.0,0.0,0.0,0.0
gen=41_member=6969_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.0139848,34.01408910075473,112.62661830075474,2.81773,2.817733638390992,5.782266361609008,2.817733638390992,5.782266361609008,0.0,0.0,0.0,0.0
gen=34_member=5825_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,21.68730744,21.6872977704652,100.2998269704652,1.03166,1.031660987734052,7.568339012265948,1.031660987734052,7.568339012265948,0.0,0.0,0.0,0.0
gen=40_member=6799_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.952641199999995,34.952751930942966,113.56528113094296,3.18988,3.189877173659776,5.410122826340224,3.189877173659776,5.410122826340224,0.0,0.0,0.0,0.0
gen=36_member=6120_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.9581376,35.95802982865704,114.57055902865704,3.68918,3.6891823362554974,4.910817663744501,3.6891823362554974,4.910817663744501,0.0,0.0,0.0,0.0
gen=43_member=7295_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.5167708,35.51686845465705,114.12939765465704,3.46262,3.462616051819169,5.137383948180831,3.462616051819169,5.137383948180831,0.0,0.0,0.0,0.0
gen=37_member=6202_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,29.7656344,29.765572548609317,108.37810174860932,1.7877,1.7876984758523486,6.812301524147651,1.7876984758523486,6.812301524147651,0.0,0.0,0.0,0.0
gen=41_member=6991_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,36.3934888,36.393381324833584,115.00591052483358,3.91812,3.918116555580912,4.681883444419088,3.918116555580912,4.681883444419088,0.0,0.0,0.0,0.0
gen=34_member=5786_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.6983528,35.69845644451818,114.31098564451818,3.5556,3.5555964069787223,5.044403593021277,3.5555964069787223,5.044403593021277,0.0,0.0,0.0,0.0
gen=46_member=7820_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.8603284,35.860377441964175,114.47290664196416,3.63264,3.63264191044118,4.96735808955882,3.63264191044118,4.96735808955882,0.0,0.0,0.0,0.0
gen=49_member=8399_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.851862,35.85181623963164,114.46434543963164,3.62622,3.626218563359731,4.973781436640269,3.626218563359731,4.973781436640269,0.0,0.0,0.0,0.0
gen=34_member=5808_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,36.4961996,36.496093279758526,115.10862247975852,3.95771,3.957705212678139,4.642294787321861,3.957705212678139,4.642294787321861,0.0,0.0,0.0,0.0
gen=43_member=7329_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.9811596,34.981147257172495,113.59367645717248,3.19666,3.196664946537503,5.403335053462497,3.196664946537503,5.403335053462497,0.0,0.0,0.0,0.0
gen=42_member=7088_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.7903692,35.79047148072272,114.40300068072273,3.60323,3.603231967757983,4.9967680322420165,3.603231967757983,4.9967680322420165,0.0,0.0,0.0,0.0
gen=45_member=7708_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,33.8571336,33.85718549462576,112.46971469462578,2.7429,2.742898734192789,5.857101265807211,2.742898734192789,5.857101265807211,0.0,0.0,0.0,0.0
gen=32_member=5495_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,25.9223344,25.92224315458362,104.5347723545836,1.29931,1.2993111659258398,7.30068883407416,1.2993111659258398,7.30068883407416,0.0,0.0,0.0,0.0
gen=41_member=6992_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.8253488,35.82539989519937,114.43792909519937,3.61253,3.612529890918069,4.987470109081931,3.612529890918069,4.987470109081931,0.0,0.0,0.0,0.0
gen=44_member=7474_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.6065592,35.60659604089044,114.21912524089043,3.50006,3.500060004864631,5.099939995135369,3.500060004864631,5.099939995135369,0.0,0.0,0.0,0.0
gen=38_member=6529_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.6110888,34.611036113818564,113.22356531381855,3.04111,3.041111755454159,5.558888244545841,3.041111755454159,5.558888244545841,0.0,0.0,0.0,0.0
gen=38_member=6418_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.4430976,34.44301031817496,113.05553951817495,2.97833,2.978329086001256,5.621670913998743,2.978329086001256,5.621670913998743,0.0,0.0,0.0,0.0
gen=42_member=7193_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,33.445622,33.44556490244684,112.05809410244684,2.62386,2.6238571418490007,5.976142858150999,2.6238571418490007,5.976142858150999,0.0,0.0,0.0,0.0
gen=40_member=6846_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,33.0759968,33.07610629167887,111.68863549167888,2.5122,2.5121954424954005,6.087804557504599,2.5121954424954005,6.087804557504599,0.0,0.0,0.0,0.0
gen=42_member=7137_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,31.7997984,31.799870105395676,110.41239930539568,2.16651,2.166508641055657,6.433491358944343,2.166508641055657,6.433491358944343,0.0,0.0,0.0,0.0
