member,generation,scenario,T_factor,T_value,S_factor,S_value,archive_pumping_objective_cfs,pumping_objective_reeval_cfs,full_model_total_pumping_cfs,archive_depletion_cfs,depletion_cfs,streamflow_cfs,z_score,parameter_factor,parameter_value,base_parameter_value,probability_weight,parameter_name,parameter_label,parameter_symbol
gen=31_member=5281_pso,50,storage_zminus_2p00,,,0.8,0.096,33.1156552,33.11569694121411,111.72822614121412,2.52766,2.9136310303012656,5.686368969698734,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=44_member=7417_pso,50,storage_zminus_2p00,,,0.8,0.096,28.0400484,28.04007293817745,106.65260213817746,1.50233,1.7833237113464853,6.816676288653515,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=32_member=5429_pso,50,storage_zminus_2p00,,,0.8,0.096,36.2145804,36.21459753522952,114.82712673522953,3.8078,4.298183435947872,4.301816564052127,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=37_member=6347_pso,50,storage_zminus_2p00,,,0.8,0.096,35.6629276,35.66303769617801,114.275566896178,3.52921,4.004826484106715,4.5951735158932845,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=42_member=7094_pso,50,storage_zminus_2p00,,,0.8,0.096,32.7239728,32.72396444274264,111.33649364274264,2.40462,2.7773852294273182,5.822614770572681,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=45_member=7577_pso,50,storage_zminus_2p00,,,0.8,0.096,33.348481199999995,33.348578128286576,111.96110732828656,2.59343,2.985742779586236,5.614257220413764,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=38_member=6402_pso,50,storage_zminus_2p00,,,0.8,0.096,30.5117916,30.51186014513365,109.12438934513364,1.8927,2.216789606398447,6.383210393601553,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=31_member=5196_pso,50,storage_zminus_2p00,,,0.8,0.096,37.154128,37.154036317385696,115.76656551738569,4.37901,4.905485597617071,3.6945144023829286,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=41_member=6995_pso,50,storage_zminus_2p00,,,0.8,0.096,33.0581728,33.05810757863159,111.6706367786316,2.50823,2.891731148032865,5.708268851967135,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=39_member=6611_pso,50,storage_zminus_2p00,,,0.8,0.096,35.8961992,35.89623286365389,114.5087620636539,3.66312,4.143523664313183,4.456476335686816,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=49_member=8310_pso,50,storage_zminus_2p00,,,0.8,0.096,30.436708,30.43676948862573,109.04929868862573,1.88142,2.205739376621015,6.394260623378985,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=41_member=6917_pso,50,storage_zminus_2p00,,,0.8,0.096,30.7027312,30.7026693264571,109.3151985264571,1.93448,2.262390251331874,6.337609748668125,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=42_member=7156_pso,50,storage_zminus_2p00,,,0.8,0.096,30.610492,30.610510708305725,109.22303990830572,1.91823,2.2453933823663204,6.35460661763368,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=29_member=4898_pso,50,storage_zminus_2p00,,,0.8,0.096,35.9271684,35.92717187396659,114.5397010739666,3.68037,4.169908247279062,4.430091752720938,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=47_member=7961_pso,50,storage_zminus_2p00,,,0.8,0.096,32.81844,32.81846706326812,111.43099626326811,2.42627,2.801998583857096,5.798001416142904,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=31_member=5213_pso,50,storage_zminus_2p00,,,0.8,0.096,34.374698,34.37459988167344,112.98712908167344,2.94698,3.369984132954568,5.230015867045432,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=33_member=5529_pso,50,storage_zminus_2p00,,,0.8,0.096,18.32982284,18.32982475749499,96.94235395749496,0.902294,1.095037761984089,7.504962238015911,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=41_member=6902_pso,50,storage_zminus_2p00,,,0.8,0.096,29.6283896,29.628353465378915,108.24088266537892,1.72975,2.0358945059578764,6.564105494042123,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=43_member=7373_pso,50,storage_zminus_2p00,,,0.8,0.096,30.5668232,30.566917442941545,109.17944664294156,1.90841,2.2345188071121656,6.3654811928878345,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=43_member=7354_pso,50,storage_zminus_2p00,,,0.8,0.096,36.3656388,36.365559376347385,114.9780885763474,3.91205,4.408402052736984,4.191597947263015,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=48_member=8255_pso,50,storage_zminus_2p00,,,0.8,0.096,18.69207336,18.692080334260165,97.30460953426017,0.907206,1.101879556048224,7.498120443951776,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=38_member=6443_pso,50,storage_zminus_2p00,,,0.8,0.096,31.6712428,31.67115470758055,110.28368390758054,2.14746,2.4971258918365984,6.102874108163402,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=47_member=7988_pso,50,storage_zminus_2p00,,,0.8,0.096,30.769794,30.769795007202468,109.38232420720249,1.94462,2.274422228987148,6.325577771012852,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=37_member=6360_pso,50,storage_zminus_2p00,,,0.8,0.096,28.05609,28.056013799679008,106.668542999679,1.51193,1.796211671489122,6.803788328510878,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=48_member=8171_pso,50,storage_zminus_2p00,,,0.8,0.096,34.994082,34.99403631605541,113.60656551605544,3.20978,3.66293007381376,4.93706992618624,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=45_member=7732_pso,50,storage_zminus_2p00,,,0.8,0.096,28.232102,28.232171596528566,106.84470079652856,1.52704,1.8103730748706952,6.789626925129305,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=35_member=5956_pso,50,storage_zminus_2p00,,,0.8,0.096,34.0774828,34.07740547464268,112.6899346746427,2.82984,3.256503426398849,5.343496573601151,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=45_member=7623_pso,50,storage_zminus_2p00,,,0.8,0.096,26.867897600000003,26.86788661943628,105.48041581943627,1.35875,1.6250717997162287,6.974928200283771,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=34_member=5765_pso,50,storage_zminus_2p00,,,0.8,0.096,30.9233032,30.92338623359191,109.5359154335919,1.98173,2.314997937612994,6.285002062387006,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=38_member=6501_pso,50,storage_zminus_2p00,,,0.8,0.096,32.3964568,32.396349530682755,111.00887873068277,2.32041,2.686157571231154,5.913842428768845,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=48_member=8203_pso,50,storage_zminus_2p00,,,0.8,0.096,32.4539392,32.453841272609736,111.06637047260976,2.33521,2.70214432535494,5.89785567464506,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=47_member=7974_pso,50,storage_zminus_2p00,,,0.8,0.096,35.0424296,35.04236881028093,113.65489801028092,3.23167,3.6872333024243664,4.912766697575633,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=42_member=7123_pso,50,storage_zminus_2p00,,,0.8,0.096,34.3967552,34.396745119239434,113.00927431923942,2.95964,3.380143121063925,5.219856878936074,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=30_member=5110_pso,50,storage_zminus_2p00,,,0.8,0.096,36.3952712,36.39534938259375,115.00787858259372,3.93251,4.428876069699234,4.171123930300766,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=40_member=6879_pso,50,storage_zminus_2p00,,,0.8,0.096,35.52546,35.52547804840835,114.13800724840836,3.47595,3.9509014101544624,4.649098589845537,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=31_member=5217_pso,50,storage_zminus_2p00,,,0.8,0.096,36.452308,36.4522647735805,115.0647939735805,3.94088,4.441359556031038,4.158640443968961,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=42_member=7215_pso,50,storage_zminus_2p00,,,0.8,0.096,34.9225632,34.92253563470857,113.53506483470858,3.17583,3.624272715400573,4.975727284599426,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=37_member=6211_pso,50,storage_zminus_2p00,,,0.8,0.096,20.6564564,20.656455308041814,99.2689845080418,1.01369,1.225888543102273,7.374111456897727,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=40_member=6803_pso,50,storage_zminus_2p00,,,0.8,0.096,33.8223768,33.822321012801254,112.43485021280124,2.72359,3.129609043778591,5.470390956221409,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=30_member=5155_pso,50,storage_zminus_2p00,,,0.8,0.096,34.1209288,34.12094915647915,112.73347835647915,2.84803,3.261714557066371,5.338285442933628,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=32_member=5405_pso,50,storage_zminus_2p00,,,0.8,0.096,27.8664872,27.86653650330677,106.47906570330676,1.47179,1.7528554541116717,6.847144545888328,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=37_member=6224_pso,50,storage_zminus_2p00,,,0.8,0.096,35.2442864,35.24434680969291,113.85687600969293,3.32624,3.7893642493572783,4.810635750642721,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=36_member=6188_pso,50,storage_zminus_2p00,,,0.8,0.096,26.5450604,26.54503702240775,105.15756622240777,1.34227,1.6027322453731074,6.997267754626892,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=44_member=7508_pso,50,storage_zminus_2p00,,,0.8,0.096,35.030844,35.030748929325185,113.64327812932515,3.22133,3.675832744392351,4.9241672556076495,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=48_member=8233_pso,50,storage_zminus_2p00,,,0.8,0.096,34.6763692,34.67641402474263,113.28894322474264,3.06245,3.49773915851976,5.10226084148024,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=27_member=4602_pso,50,storage_zminus_2p00,,,0.8,0.096,31.533998,31.534063129350688,110.1465923293507,2.12737,2.478235253224903,6.121764746775097,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=34_member=5714_pso,50,storage_zminus_2p00,,,0.8,0.096,35.2895148,35.289422752427136,113.90195195242715,3.37452,3.823636166548452,4.776363833451548,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=33_member=5592_pso,50,storage_zminus_2p00,,,0.8,0.096,32.9057776,32.90581117439859,111.5183403743986,2.46009,2.838589169942529,5.761410830057471,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=46_member=7897_pso,50,storage_zminus_2p00,,,0.8,0.096,34.6601048,34.66001472979494,113.27254392979496,3.05438,3.4866859764720344,5.113314023527965,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=44_member=7516_pso,50,storage_zminus_2p00,,,0.8,0.096,36.109196,36.10912532430648,114.72165452430647,3.75377,4.239470529514284,4.360529470485716,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=47_member=8023_pso,50,storage_zminus_2p00,,,0.8,0.096,36.075776,36.0756878960716,114.68821709607164,3.73629,4.220600983778039,4.379399016221961,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=43_member=7367_pso,50,storage_zminus_2p00,,,0.8,0.096,35.8665668,35.86655852747779,114.4790877274778,3.64645,4.130424492922884,4.469575507077115,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=41_member=6969_pso,50,storage_zminus_2p00,,,0.8,0.096,34.0139848,34.01408910075473,112.62661830075474,2.81773,3.2429152627983497,5.3570847372016495,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=34_member=5825_pso,50,storage_zminus_2p00,,,0.8,0.096,21.68730744,21.6872977704652,100.2998269704652,1.03166,1.2515628614091192,7.348437138590881,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=40_member=6799_pso,50,storage_zminus_2p00,,,0.8,0.096,34.952641199999995,34.952751930942966,113.56528113094296,3.18988,3.641107605673836,4.958892394326163,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=36_member=6120_pso,50,storage_zminus_2p00,,,0.8,0.096,35.9581376,35.95802982865704,114.57055902865704,3.68918,4.1704601993534025,4.429539800646597,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=43_member=7295_pso,50,storage_zminus_2p00,,,0.8,0.096,35.5167708,35.51686845465705,114.12939765465704,3.46262,3.931519892331282,4.668480107668717,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=37_member=6202_pso,50,storage_zminus_2p00,,,0.8,0.096,29.7656344,29.765572548609317,108.37810174860932,1.7877,2.099664917425262,6.500335082574738,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=41_member=6991_pso,50,storage_zminus_2p00,,,0.8,0.096,36.3934888,36.393381324833584,115.00591052483358,3.91812,4.418262414116112,4.181737585883888,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=34_member=5786_pso,50,storage_zminus_2p00,,,0.8,0.096,35.6983528,35.69845644451818,114.31098564451818,3.5556,4.03392526075976,4.56607473924024,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=46_member=7820_pso,50,storage_zminus_2p00,,,0.8,0.096,35.8603284,35.860377441964175,114.47290664196416,3.63264,4.113119696266367,4.486880303733632,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=49_member=8399_pso,50,storage_zminus_2p00,,,0.8,0.096,35.851862,35.85181623963164,114.46434543963164,3.62622,4.1061794600412105,4.493820539958789,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=34_member=5808_pso,50,storage_zminus_2p00,,,0.8,0.096,36.4961996,36.496093279758526,115.10862247975852,3.95771,4.455049194968117,4.144950805031883,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=43_member=7329_pso,50,storage_zminus_2p00,,,0.8,0.096,34.9811596,34.981147257172495,113.59367645717248,3.19666,3.648623884214282,4.951376115785718,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=42_member=7088_pso,50,storage_zminus_2p00,,,0.8,0.096,35.7903692,35.79047148072272,114.40300068072273,3.60323,4.083114655448354,4.516885344551645,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=45_member=7708_pso,50,storage_zminus_2p00,,,0.8,0.096,33.8571336,33.85718549462576,112.46971469462578,2.7429,3.152673169622498,5.447326830377502,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=32_member=5495_pso,50,storage_zminus_2p00,,,0.8,0.096,25.9223344,25.92224315458362,104.5347723545836,1.29931,1.5567654711688983,7.043234528831102,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=41_member=6992_pso,50,storage_zminus_2p00,,,0.8,0.096,35.8253488,35.82539989519937,114.43792909519937,3.61253,4.091385381629159,4.50861461837084,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=44_member=7474_pso,50,storage_zminus_2p00,,,0.8,0.096,35.6065592,35.60659604089044,114.21912524089043,3.50006,3.975354144134741,4.624645855865259,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=38_member=6529_pso,50,storage_zminus_2p00,,,0.8,0.096,34.6110888,34.611036113818564,113.22356531381855,3.04111,3.472088730962152,5.127911269037847,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=38_member=6418_pso,50,storage_zminus_2p00,,,0.8,0.096,34.4430976,34.44301031817496,113.05553951817495,2.97833,3.4010515301767947,5.198948469823205,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=42_member=7193_pso,50,storage_zminus_2p00,,,0.8,0.096,33.445622,33.44556490244684,112.05809410244684,2.62386,3.020159406553029,5.579840593446971,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=40_member=6846_pso,50,storage_zminus_2p00,,,0.8,0.096,33.0759968,33.07610629167887,111.68863549167888,2.5122,2.8986248276570814,5.701375172342918,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=42_member=7137_pso,50,storage_zminus_2p00,,,0.8,0.096,31.7997984,31.799870105395676,110.41239930539568,2.16651,2.520024479330698,6.079975520669302,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=41_member=6951_pso,50,storage_zminus_2p00,,,0.8,0.096,31.7882128,31.788273688982024,110.40080288898204,2.16614,2.5150427259354946,6.0849572740645055,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=44_member=7514_pso,50,storage_zminus_2p00,,,0.8,0.096,34.4076724,34.40775328560086,113.02028248560086,2.96984,3.3941581388224096,5.20584186117759,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=26_member=4423_pso,50,storage_zminus_2p00,,,0.8,0.096,32.826238,32.826298754166096,111.43882795416609,2.44423,2.8211907702479304,5.778809229752069,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=30_member=5151_pso,50,storage_zminus_2p00,,,0.8,0.096,36.297462,36.2973927021264,114.9099219021264,3.85519,4.346782748834309,4.25321725116569,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=36_member=6144_pso,50,storage_zminus_2p00,,,0.8,0.096,34.510606,34.510550189225945,113.12307938922596,3.00686,3.4329700754872907,5.167029924512709,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=41_member=6946_pso,50,storage_zminus_2p00,,,0.8,0.096,35.683425199999995,35.683385394119824,114.29591459411984,3.5443,4.020785209997126,4.579214790002873,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=43_member=7239_pso,50,storage_zminus_2p00,,,0.8,0.096,35.7208556,35.72083483075705,114.33336403075704,3.56889,4.047919101189425,4.552080898810575,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=20_member=3413_pso,50,storage_zminus_2p00,,,0.8,0.096,32.9545708,32.95461211746549,111.5671413174655,2.47644,2.8570988180894425,5.7429011819105575,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=35_member=5913_pso,50,storage_zminus_2p00,,,0.8,0.096,21.26195996,21.261970620979778,99.87449982097976,1.01633,1.2328472315472068,7.367152768452793,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=47_member=7945_pso,50,storage_zminus_2p00,,,0.8,0.096,34.610420399999995,34.610460392456865,113.22298959245688,3.03486,3.4647584612096005,5.1352415387904,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=31_member=5214_pso,50,storage_zminus_2p00,,,0.8,0.096,35.4428012,35.44276706150495,114.05529626150496,3.42253,3.893615769514933,4.7063842304850665,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=35_member=5893_pso,50,storage_zminus_2p00,,,0.8,0.096,16.002053,16.002041893722712,94.61457109372272,0.813288,0.9875795429904732,7.612420457009526,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=42_member=7082_pso,50,storage_zminus_2p00,,,0.8,0.096,33.697386,33.697411190937146,112.30994039093714,2.69841,3.1020260915677595,5.49797390843224,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=44_member=7534_pso,50,storage_zminus_2p00,,,0.8,0.096,34.346848,34.34682017838482,112.95934937838484,2.93385,3.3543321548883727,5.245667845111627,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=45_member=7645_pso,50,storage_zminus_2p00,,,0.8,0.096,35.619036,35.61911037390231,114.23163957390231,3.51669,3.99211748743224,4.60788251256776,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=39_member=6590_pso,50,storage_zminus_2p00,,,0.8,0.096,36.736378,36.73640015568762,115.3489293556876,4.09121,4.596924046117463,4.0030759538825365,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=38_member=6398_pso,50,storage_zminus_2p00,,,0.8,0.096,35.0974612,35.09741973001883,113.70994893001884,3.25449,3.711751835782571,4.888248164217428,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=45_member=7594_pso,50,storage_zminus_2p00,,,0.8,0.096,36.3103844,36.31039554746737,114.9229247474674,3.8606,4.352323832781219,4.24767616721878,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=48_member=8227_pso,50,storage_zminus_2p00,,,0.8,0.096,33.9072636,33.90734269461019,112.51987189461022,2.7553,3.16667575048055,5.433324249519449,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=30_member=5150_pso,50,storage_zminus_2p00,,,0.8,0.096,36.47793,36.47794126781239,115.0904704678124,3.95517,4.452716209759092,4.147283790240908,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=49_member=8327_pso,50,storage_zminus_2p00,,,0.8,0.096,30.106964,30.10695679161178,108.7194859916118,1.80674,2.1234620569598848,6.476537943040115,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=43_member=7261_pso,50,storage_zminus_2p00,,,0.8,0.096,34.4863208,34.48623759426499,113.098766794265,2.98936,3.4133483615627576,5.186651638437242,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=36_member=6133_pso,50,storage_zminus_2p00,,,0.8,0.096,35.8721368,35.87203034437702,114.48455954437703,3.65379,4.135031930070834,4.464968069929165,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=41_member=6892_pso,50,storage_zminus_2p00,,,0.8,0.096,29.7658572,29.76585730134148,108.37838650134148,1.79322,2.105516577749098,6.494483422250902,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=47_member=8012_pso,50,storage_zminus_2p00,,,0.8,0.096,35.983982399999995,35.984022812402536,114.59655201240253,3.70111,4.184864237084731,4.415135762915269,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=47_member=7966_pso,50,storage_zminus_2p00,,,0.8,0.096,33.7234536,33.72345101193558,112.3359802119356,2.70123,3.104894095091821,5.495105904908179,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=49_member=8363_pso,50,storage_zminus_2p00,,,0.8,0.096,35.4777808,35.477807888172215,114.09033708817222,3.43975,3.908134238120692,4.691865761879308,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=44_member=7456_pso,50,storage_zminus_2p00,,,0.8,0.096,35.4550552,35.454985598383615,114.0675147983836,3.43116,3.902695501422565,4.697304498577434,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
gen=40_member=6804_pso,50,storage_zminus_2p00,,,0.8,0.096,34.5288756,34.528979791643806,113.14150899164382,3.01687,3.443046873763482,5.156953126236518,-2.0,0.8,0.096,0.12,0.022190548492442997,storage,Storage,S
