member,generation,scenario,T_factor,T_value,S_factor,S_value,archive_pumping_objective_cfs,pumping_objective_reeval_cfs,full_model_total_pumping_cfs,archive_depletion_cfs,depletion_cfs,streamflow_cfs,z_score,parameter_factor,parameter_value,base_parameter_value,probability_weight,parameter_name,parameter_label,parameter_symbol
gen=42_member=7150_pso,50,storage_zplus_1p20,,,1.12,0.1344,23.0183592,23.018345966531463,101.63087516653144,1.08725,0.9815113000838284,7.618488699916171,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=46_member=7861_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.5779672,36.57795625745423,115.19048545745424,4.0076,3.763359997444662,4.836640002555338,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=47_member=8013_pso,50,storage_zplus_1p20,,,1.12,0.1344,24.1898416,24.18988587830649,102.80241507830648,1.14776,1.0344692772494974,7.565530722750502,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=34_member=5833_pso,50,storage_zplus_1p20,,,1.12,0.1344,37.0554276,37.05546674905064,115.66799594905063,4.29346,4.040109291450588,4.559890708549411,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=29_member=4835_pso,50,storage_zplus_1p20,,,1.12,0.1344,31.1628132,31.16289112554577,109.77542032554577,2.02499,1.8667091274123504,6.7332908725876495,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=43_member=7309_pso,50,storage_zplus_1p20,,,1.12,0.1344,28.36244,28.362383210764136,106.97491241076412,1.53641,1.4047080620915455,7.195291937908454,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=42_member=7162_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.2657488,34.265693983561704,112.87822318356172,2.92099,2.720714853100868,5.879285146899131,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=43_member=7394_pso,50,storage_zplus_1p20,,,1.12,0.1344,29.6994628,29.69937939750987,108.31190859750988,1.74092,1.5977970105959505,7.002202989404049,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=47_member=7994_pso,50,storage_zplus_1p20,,,1.12,0.1344,27.7078536,27.707961235794844,106.32049043579484,1.42551,1.2981509298864753,7.301849070113525,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=48_member=8212_pso,50,storage_zplus_1p20,,,1.12,0.1344,25.5088176,25.50891213870453,104.12144133870451,1.2664,1.1467219365013952,7.453278063498605,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=34_member=5718_pso,50,storage_zplus_1p20,,,1.12,0.1344,19.21797048,19.217975104740983,97.83050430474096,0.92753,0.8384967431288112,7.761503256871189,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=40_member=6749_pso,50,storage_zplus_1p20,,,1.12,0.1344,32.0337384,32.03382245921868,110.64635165921868,2.22633,2.0592747424289084,6.540725257571092,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=45_member=7712_pso,50,storage_zplus_1p20,,,1.12,0.1344,31.9644476,31.96441941761888,110.57694861761888,2.20694,2.040861978033324,6.559138021966676,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=49_member=8286_pso,50,storage_zplus_1p20,,,1.12,0.1344,31.8857992,31.88574680923485,110.49827600923484,2.18552,2.020145156641246,6.579854843358754,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=47_member=7987_pso,50,storage_zplus_1p20,,,1.12,0.1344,32.3378604,32.3379503115816,110.95047951158162,2.30822,2.1378774966686382,6.462122503331361,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=42_member=7104_pso,50,storage_zplus_1p20,,,1.12,0.1344,37.1305112,37.1305477391165,115.7430769391165,4.35228,4.096743246900259,4.50325675309974,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=44_member=7536_pso,50,storage_zplus_1p20,,,1.12,0.1344,23.4668556,23.46684587614881,102.0793750761488,1.11985,1.0107799735101723,7.589220026489827,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=38_member=6480_pso,50,storage_zplus_1p20,,,1.12,0.1344,31.4072248,31.40713306593588,110.01966226593586,2.07448,1.9126993656820652,6.687300634317934,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=43_member=7269_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.833296,36.83339971387087,115.44592891387086,4.14372,3.89496358493572,4.70503641506428,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=35_member=5948_pso,50,storage_zplus_1p20,,,1.12,0.1344,37.07392,37.07384621264411,115.68637541264413,4.33924,4.084107529565489,4.515892470434511,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=29_member=4871_pso,50,storage_zplus_1p20,,,1.12,0.1344,17.843495,17.843497187733753,96.45602638773376,0.881544,0.7944917084021114,7.805508291597889,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=36_member=6031_pso,50,storage_zplus_1p20,,,1.12,0.1344,31.3383796,31.338390787551678,109.95091998755169,2.05415,1.89391898331538,6.706081016684619,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=39_member=6689_pso,50,storage_zplus_1p20,,,1.12,0.1344,29.4165068,29.416418185838467,108.02894738583844,1.67871,1.5391039855755169,7.060896014424483,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=46_member=7811_pso,50,storage_zplus_1p20,,,1.12,0.1344,30.8479968,30.84800808580873,109.46053728580873,1.95962,1.8046589313202943,6.795341068679705,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=36_member=6150_pso,50,storage_zplus_1p20,,,1.12,0.1344,29.5103056,29.51027094900253,108.12280014900254,1.71536,1.5736187475247538,7.026381252475246,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=28_member=4698_pso,50,storage_zplus_1p20,,,1.12,0.1344,19.62453592,19.62453473077234,98.23706393077234,0.948853,0.8524587265920921,7.747541273407908,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=45_member=7580_pso,50,storage_zplus_1p20,,,1.12,0.1344,29.4198488,29.41977376399195,108.03230296399194,1.6928,1.5526922483510834,7.047307751648916,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=37_member=6318_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.3585092,36.35850397821222,114.9710331782122,3.89263,3.6547781688991927,4.945221831100807,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=39_member=6634_pso,50,storage_zplus_1p20,,,1.12,0.1344,37.24659,37.24656995207669,115.8590991520767,4.3792,4.122764808685914,4.477235191314086,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=46_member=7788_pso,50,storage_zplus_1p20,,,1.12,0.1344,32.533256,32.533172613400616,111.1457018134006,2.35444,2.1806956770488752,6.419304322951124,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=46_member=7881_pso,50,storage_zplus_1p20,,,1.12,0.1344,27.1929628,27.192862415219388,105.80539161521938,1.37653,1.248775423243369,7.35122457675663,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=27_member=4566_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.2026964,34.20265674649548,112.8151859464955,2.87573,2.6748047989331294,5.92519520106687,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=39_member=6698_pso,50,storage_zplus_1p20,,,1.12,0.1344,33.52026,33.52015097310551,112.13268017310553,2.6497,2.461547782683803,6.138452217316196,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=41_member=6986_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.7676436,35.767651554973604,114.3801807549736,3.58673,3.3556169874279007,5.244383012572099,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=41_member=6973_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.1593996,35.15947657236159,113.77200577236158,3.28388,3.063494132108319,5.53650586789168,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=27_member=4568_pso,50,storage_zplus_1p20,,,1.12,0.1344,32.5586552,32.558684654753776,111.17121385475376,2.37042,2.197187261455487,6.402812738544513,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=37_member=6357_pso,50,storage_zplus_1p20,,,1.12,0.1344,32.625718,32.62572860768373,111.23825780768374,2.3887,2.2131040069662578,6.386895993033741,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=47_member=8006_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.7613316,36.761407828424296,115.37393702842432,4.09604,3.851712848979319,4.748287151020681,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=41_member=6898_pso,50,storage_zplus_1p20,,,1.12,0.1344,31.489438,31.489447863162184,110.10197706316218,2.11934,1.956488848322424,6.643511151677576,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=39_member=6668_pso,50,storage_zplus_1p20,,,1.12,0.1344,33.933108399999995,33.933030846740984,112.545560046741,2.77099,2.57667630954135,6.02332369045865,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=48_member=8200_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.8907028,34.89080581472363,113.50333501472365,3.16725,2.952479940179716,5.647520059820284,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=32_member=5452_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.8474796,34.84753054005696,113.46005974005696,3.14182,2.9293297342410263,5.670670265758973,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=44_member=7522_pso,50,storage_zplus_1p20,,,1.12,0.1344,33.1631116,33.16311565476033,111.77564485476032,2.53937,2.3572333330787787,6.242766666921221,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=45_member=7699_pso,50,storage_zplus_1p20,,,1.12,0.1344,25.6714616,25.671464649350018,104.28399384935004,1.28466,1.166632880236512,7.433367119763488,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=38_member=6478_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.2785976,35.27857906393331,113.8911082639333,3.35376,3.130461429641817,5.469538570358182,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=48_member=8105_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.5527908,36.55273076856624,115.16525996856625,3.9902,3.748640558716197,4.851359441283803,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=47_member=7995_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.4975364,36.49744644974915,115.10997564974916,3.97511,3.731027447045249,4.868972552954751,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=38_member=6507_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.2430988,36.243072285057984,114.855601485058,3.82686,3.590703572826309,5.009296427173691,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=47_member=8017_pso,50,storage_zplus_1p20,,,1.12,0.1344,26.3334004,26.33332130996634,104.94585050996632,1.31111,1.1890796261997951,7.410920373800204,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=28_member=4806_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.335338,36.335363024535646,114.94789222453564,3.87574,3.638340560044092,4.961659439955907,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=33_member=5559_pso,50,storage_zplus_1p20,,,1.12,0.1344,32.1440244,32.1440689013816,110.7565981013816,2.27771,2.106729540781376,6.493270459218623,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=28_member=4728_pso,50,storage_zplus_1p20,,,1.12,0.1344,25.063886,25.063855919912235,103.67638511991224,1.21593,1.0990566299810811,7.500943370018918,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=30_member=4999_pso,50,storage_zplus_1p20,,,1.12,0.1344,33.9879172,33.98794532305361,112.60047452305362,2.78942,2.592131907591277,6.007868092408723,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=47_member=7949_pso,50,storage_zplus_1p20,,,1.12,0.1344,31.0690144,31.06896850977157,109.68149770977158,1.99378,1.8369588963175207,6.763041103682479,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=37_member=6216_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.7610332,34.76111558406628,113.37364478406629,3.104,2.8944431610020174,5.705556838997982,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=35_member=5892_pso,50,storage_zplus_1p20,,,1.12,0.1344,33.624976,33.6250096550061,112.23753885500612,2.6693,2.4800472222888867,6.119952777711113,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=47_member=7933_pso,50,storage_zplus_1p20,,,1.12,0.1344,26.4996092,26.49956968298791,105.11209888298792,1.3367,1.213454904616716,7.386545095383283,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=42_member=7127_pso,50,storage_zplus_1p20,,,1.12,0.1344,33.1831636,33.183068642146345,111.79559784214636,2.56094,2.3769695283476886,6.223030471652312,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=46_member=7815_pso,50,storage_zplus_1p20,,,1.12,0.1344,30.2096748,30.209600453547942,108.82212965354798,1.82093,1.6735638085600235,6.926436191439976,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=41_member=6988_pso,50,storage_zplus_1p20,,,1.12,0.1344,27.9351096,27.935094147883344,106.54762334788336,1.48478,1.354945211907561,7.245054788092439,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=39_member=6630_pso,50,storage_zplus_1p20,,,1.12,0.1344,32.2866164,32.28667995166453,110.89920915166454,2.28023,2.1117854628438297,6.4882145371561695,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=46_member=7750_pso,50,storage_zplus_1p20,,,1.12,0.1344,33.3573932,33.35737322320111,111.9699024232011,2.61481,2.426149767544609,6.173850232455391,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=47_member=8066_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.1452896,36.14526258672567,114.75779178672568,3.76811,3.5333972444068484,5.066602755593151,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=49_member=8375_pso,50,storage_zplus_1p20,,,1.12,0.1344,33.014504,33.01442462041577,111.62695382041578,2.48535,2.306007862610805,6.2939921373891945,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=48_member=8129_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.6334444,36.63353389800296,115.24606309800296,4.0627,3.8194156983101606,4.780584301689839,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=39_member=6585_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.7828676,34.78292178056862,113.3954509805686,3.109,2.8996455369064376,5.7003544630935625,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=47_member=8011_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.1213008,35.12122980345115,113.73375900345114,3.26403,3.045118333544307,5.554881666455692,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=40_member=6726_pso,50,storage_zplus_1p20,,,1.12,0.1344,31.2425756,31.242517549639818,109.85504674963984,2.03707,1.877968623008396,6.722031376991604,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=44_member=7543_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.1870268,35.18705597340057,113.79958517340056,3.29833,3.077455319786348,5.522544680213652,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=43_member=7287_pso,50,storage_zplus_1p20,,,1.12,0.1344,33.646587600000004,33.64656535247972,112.25909455247972,2.68124,2.4916014304107423,6.108398569589257,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=41_member=6982_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.2787468,36.278668778733376,114.8911979787334,3.84028,3.602504067418099,4.9974959325819,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=33_member=5577_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.0012852,34.00137781832889,112.6139070183289,2.80281,2.603542924431832,5.996457075568168,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=48_member=8183_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.7057788,34.70587203703935,113.31840123703935,3.0773,2.869838782487851,5.730161217512149,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=48_member=8234_pso,50,storage_zplus_1p20,,,1.12,0.1344,23.7818948,23.781937390842728,102.39446659084273,1.1268,1.017455852849296,7.582544147150704,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=42_member=7080_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.2182188,35.21819334968434,113.83072254968432,3.313,3.0914498452204877,5.508550154779512,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=47_member=8007_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.1347424,34.13470291303967,112.74723211303969,2.85212,2.6499333053819405,5.950066694618059,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=35_member=5961_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.8771876,36.87726444522587,115.48979364522586,4.16397,3.916506756849742,4.683493243150258,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=31_member=5281_pso,50,storage_zplus_1p20,,,1.12,0.1344,33.1156552,33.11569694121411,111.72822614121412,2.52766,2.3460070014142724,6.253992998585727,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=44_member=7417_pso,50,storage_zplus_1p20,,,1.12,0.1344,28.0400484,28.04007293817745,106.65260213817746,1.50233,1.3729289713993802,7.227071028600619,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=32_member=5429_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.2145804,36.21459753522952,114.82712673522953,3.8078,3.571311895791934,5.028688104208065,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=37_member=6347_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.6629276,35.66303769617801,114.275566896178,3.52921,3.3004189536695945,5.299581046330405,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=42_member=7094_pso,50,storage_zplus_1p20,,,1.12,0.1344,32.7239728,32.72396444274264,111.33649364274264,2.40462,2.2296925365096047,6.370307463490395,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=45_member=7577_pso,50,storage_zplus_1p20,,,1.12,0.1344,33.348481199999995,33.348578128286576,111.96110732828656,2.59343,2.408214666013455,6.1917853339865445,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=38_member=6402_pso,50,storage_zplus_1p20,,,1.12,0.1344,30.5117916,30.51186014513365,109.12438934513364,1.8927,1.7411996370574785,6.858800362942521,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=31_member=5196_pso,50,storage_zplus_1p20,,,1.12,0.1344,37.154128,37.154036317385696,115.76656551738569,4.37901,4.123145159167153,4.476854840832846,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=41_member=6995_pso,50,storage_zplus_1p20,,,1.12,0.1344,33.0581728,33.05810757863159,111.6706367786316,2.50823,2.32777463475239,6.27222536524761,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=39_member=6611_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.8961992,35.89623286365389,114.5087620636539,3.66312,3.431793654579144,5.168206345420856,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=49_member=8310_pso,50,storage_zplus_1p20,,,1.12,0.1344,30.436708,30.43676948862573,109.04929868862573,1.88142,1.729924404759574,6.870075595240426,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=41_member=6917_pso,50,storage_zplus_1p20,,,1.12,0.1344,30.7027312,30.7026693264571,109.3151985264571,1.93448,1.781095318315157,6.818904681684843,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=42_member=7156_pso,50,storage_zplus_1p20,,,1.12,0.1344,30.610492,30.610510708305725,109.22303990830572,1.91823,1.7654941412741914,6.834505858725809,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=29_member=4898_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.9271684,35.92717187396659,114.5397010739666,3.68037,3.4439918519695905,5.156008148030409,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=47_member=7961_pso,50,storage_zplus_1p20,,,1.12,0.1344,32.81844,32.81846706326812,111.43099626326811,2.42627,2.24982592470974,6.35017407529026,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=31_member=5213_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.374698,34.37459988167344,112.98712908167344,2.94698,2.7461629906895686,5.853837009310431,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=33_member=5529_pso,50,storage_zplus_1p20,,,1.12,0.1344,18.32982284,18.32982475749499,96.94235395749496,0.902294,0.8130630851739705,7.786936914826029,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=41_member=6902_pso,50,storage_zplus_1p20,,,1.12,0.1344,29.6283896,29.628353465378915,108.24088266537892,1.72975,1.587206636023695,7.0127933639763045,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=43_member=7373_pso,50,storage_zplus_1p20,,,1.12,0.1344,30.5668232,30.566917442941545,109.17944664294156,1.90841,1.755957547294197,6.844042452705803,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=43_member=7354_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.3656388,36.365559376347385,114.9780885763474,3.91205,3.672511563086109,4.92748843691389,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=48_member=8255_pso,50,storage_zplus_1p20,,,1.12,0.1344,18.69207336,18.692080334260165,97.30460953426017,0.907206,0.8177397595941751,7.782260240405824,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=38_member=6443_pso,50,storage_zplus_1p20,,,1.12,0.1344,31.6712428,31.67115470758055,110.28368390758054,2.14746,1.9842942230425016,6.615705776957498,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=47_member=7988_pso,50,storage_zplus_1p20,,,1.12,0.1344,30.769794,30.769795007202468,109.38232420720249,1.94462,1.7903812917490909,6.809618708250909,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=37_member=6360_pso,50,storage_zplus_1p20,,,1.12,0.1344,28.05609,28.056013799679008,106.668542999679,1.51193,1.3790914000579322,7.220908599942067,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=48_member=8171_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.994082,34.99403631605541,113.60656551605544,3.20978,2.993103743235685,5.606896256764315,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=45_member=7732_pso,50,storage_zplus_1p20,,,1.12,0.1344,28.232102,28.232171596528566,106.84470079652856,1.52704,1.3957110448379964,7.204288955162003,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=35_member=5956_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.0774828,34.07740547464268,112.6899346746427,2.82984,2.628142730339878,5.971857269660122,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=45_member=7623_pso,50,storage_zplus_1p20,,,1.12,0.1344,26.867897600000003,26.86788661943628,105.48041581943627,1.35875,1.2327972354812275,7.367202764518771,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=34_member=5765_pso,50,storage_zplus_1p20,,,1.12,0.1344,30.9233032,30.92338623359191,109.5359154335919,1.98173,1.8258105695417977,6.774189430458202,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=38_member=6501_pso,50,storage_zplus_1p20,,,1.12,0.1344,32.3964568,32.396349530682755,111.00887873068277,2.32041,2.148866395853288,6.451133604146712,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=48_member=8203_pso,50,storage_zplus_1p20,,,1.12,0.1344,32.4539392,32.453841272609736,111.06637047260976,2.33521,2.1633938870365297,6.43660611296347,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=47_member=7974_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.0424296,35.04236881028093,113.65489801028092,3.23167,3.0136902004029418,5.586309799597058,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=42_member=7123_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.3967552,34.396745119239434,113.00927431923942,2.95964,2.7597247854370908,5.840275214562909,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=30_member=5110_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.3952712,36.39534938259375,115.00787858259372,3.93251,3.692901761300061,4.907098238699938,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
