member,T_factor__T_minus_10pct,T_factor__T_plus_10pct,T_factor__baseline_T,T_value__T_minus_10pct,T_value__T_plus_10pct,T_value__baseline_T,absolute_depletion_error_cfs__T_minus_10pct,absolute_depletion_error_cfs__T_plus_10pct,absolute_depletion_error_cfs__baseline_T,absolute_streamflow_error_cfs__T_minus_10pct,absolute_streamflow_error_cfs__T_plus_10pct,absolute_streamflow_error_cfs__baseline_T,depletion_cfs__T_minus_10pct,depletion_cfs__T_plus_10pct,depletion_cfs__baseline_T,depletion_change_from_baseline_cfs__T_minus_10pct,depletion_change_from_baseline_cfs__T_plus_10pct,depletion_change_from_baseline_cfs__baseline_T,full_model_total_pumping_cfs__T_minus_10pct,full_model_total_pumping_cfs__T_plus_10pct,full_model_total_pumping_cfs__baseline_T,pumping_objective_reeval_cfs__T_minus_10pct,pumping_objective_reeval_cfs__T_plus_10pct,pumping_objective_reeval_cfs__baseline_T,streamflow_cfs__T_minus_10pct,streamflow_cfs__T_plus_10pct,streamflow_cfs__baseline_T,streamflow_change_from_baseline_cfs__T_minus_10pct,streamflow_change_from_baseline_cfs__T_plus_10pct,streamflow_change_from_baseline_cfs__baseline_T,streamflow_shortfall_below_baseline_cfs__T_minus_10pct,streamflow_shortfall_below_baseline_cfs__T_plus_10pct,streamflow_shortfall_below_baseline_cfs__baseline_T,pumping_objective_reeval_cfs
gen=33_member=5661_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.23345090175777106,0.21720141545572424,0.0,0.23345090175777017,0.21720141545572513,0.0,3.982303300085741,4.432955617299236,4.215754201843512,-0.23345090175777106,0.21720141545572424,0.0,115.50426167767672,115.50426167767672,115.50426167767672,36.89173247767671,36.89173247767671,36.89173247767671,4.617696699914259,4.167044382700763,4.384245798156488,0.23345090175777017,-0.21720141545572513,0.0,0.0,0.21720141545572513,0.0,36.89173247767671
gen=34_member=5714_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.19922146611285507,0.1873272959400909,0.0,0.19922146611285374,0.18732729594009268,0.0,3.1753025476739385,3.5618513097268845,3.3745240137867936,-0.19922146611285507,0.1873272959400909,0.0,113.90195195242715,113.90195195242715,113.90195195242715,35.289422752427136,35.289422752427136,35.289422752427136,5.424697452326061,5.038148690273115,5.225475986213207,0.19922146611285374,-0.18732729594009268,0.0,0.0,0.18732729594009268,0.0,35.289422752427136
gen=34_member=5718_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.0829759848624615,0.07965649087496363,0.0,0.08297598486246294,0.07965649087496196,0.0,0.8445537039462581,1.0071861796836832,0.9275296888087196,-0.0829759848624615,0.07965649087496363,0.0,97.83050430474096,97.83050430474096,97.83050430474096,19.217975104740983,19.217975104740983,19.217975104740983,7.755446296053742,7.592813820316317,7.672470311191279,0.08297598486246294,-0.07965649087496196,0.0,0.0,0.07965649087496196,0.0,19.217975104740983
gen=34_member=5724_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.21316361715876253,0.19943116009180706,0.0,0.2131636171587621,0.19943116009180706,0.0,3.2759278662241544,3.688522643474724,3.489091483382917,-0.21316361715876253,0.19943116009180706,0.0,114.17219837902098,114.17219837902098,114.17219837902098,35.55966917902097,35.55966917902097,35.55966917902097,5.324072133775845,4.911477356525276,5.110908516617083,0.2131636171587621,-0.19943116009180706,0.0,0.0,0.19943116009180706,0.0,35.55966917902097
gen=34_member=5729_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.21786594055442743,0.20357602719313395,0.0,0.21786594055442698,0.20357602719313395,0.0,3.5446151544689206,3.966057122216482,3.762481095023348,-0.21786594055442743,0.20357602719313395,0.0,114.7398289098242,114.7398289098242,114.7398289098242,36.12729970982421,36.12729970982421,36.12729970982421,5.055384845531079,4.633942877783518,4.837518904976652,0.21786594055442698,-0.20357602719313395,0.0,0.0,0.20357602719313395,0.0,36.12729970982421
gen=34_member=5732_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.1786144964864329,0.1686686538123534,0.0,0.1786144964864329,0.16866865381235296,0.0,2.5418314398207045,2.889114590119491,2.7204459363071374,-0.1786144964864329,0.1686686538123534,0.0,112.39472092629453,112.39472092629453,112.39472092629453,33.7821917262945,33.7821917262945,33.7821917262945,6.058168560179295,5.710885409880509,5.879554063692862,0.1786144964864329,-0.16866865381235296,0.0,0.0,0.16866865381235296,0.0,33.7821917262945
gen=34_member=5740_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.11618634992419974,0.10976931247656019,0.0,0.11618634992420063,0.10976931247656019,0.0,1.2559800715845602,1.48193573398532,1.37216642150876,-0.11618634992419974,0.10976931247656019,0.0,105.63758469823448,105.63758469823448,105.63758469823448,27.025055498234494,27.025055498234494,27.025055498234494,7.34401992841544,7.118064266014679,7.227833578491239,0.11618634992420063,-0.10976931247656019,0.0,0.0,0.10976931247656019,0.0,27.025055498234494
gen=34_member=5765_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.14524514398127786,0.1380721174216084,0.0,0.14524514398127764,0.13807211742160952,0.0,1.836480996280875,2.1197982576837613,1.9817261402621529,-0.14524514398127786,0.1380721174216084,0.0,109.5359154335919,109.5359154335919,109.5359154335919,30.92338623359191,30.92338623359191,30.92338623359191,6.763519003719125,6.480201742316238,6.618273859737847,0.14524514398127764,-0.13807211742160952,0.0,0.0,0.13807211742160952,0.0,30.92338623359191
gen=34_member=5786_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.2143885473908167,0.20041926112492003,0.0,0.2143885473908167,0.20041926112492092,0.0,3.3412078595879056,3.7560156681036423,3.5555964069787223,-0.2143885473908167,0.20041926112492003,0.0,114.31098564451818,114.31098564451818,114.31098564451818,35.69845644451818,35.69845644451818,35.69845644451818,5.258792140412094,4.8439843318963565,5.044403593021277,0.2143885473908167,-0.20041926112492092,0.0,0.0,0.20041926112492092,0.0,35.69845644451818
gen=34_member=5808_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.22324431508256204,0.20850420029882688,0.0,0.22324431508256204,0.20850420029882688,0.0,3.734460897595577,4.166209412976966,3.957705212678139,-0.22324431508256204,0.20850420029882688,0.0,115.10862247975852,115.10862247975852,115.10862247975852,36.496093279758526,36.496093279758526,36.496093279758526,4.865539102404423,4.433790587023034,4.642294787321861,0.22324431508256204,-0.20850420029882688,0.0,0.0,0.20850420029882688,0.0,36.496093279758526
gen=34_member=5819_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.18945897592132654,0.1784478166386494,0.0,0.189458975921327,0.1784478166386485,0.0,2.8329396150855173,3.200846407645493,3.022398591006844,-0.18945897592132654,0.1784478166386494,0.0,113.17356793283972,113.17356793283972,113.17356793283972,34.56103873283972,34.56103873283972,34.56103873283972,5.767060384914482,5.399153592354507,5.577601408993155,0.189458975921327,-0.1784478166386485,0.0,0.0,0.1784478166386485,0.0,34.56103873283972
gen=34_member=5825_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.09512785783799871,0.09095012609047504,0.0,0.0951278578379986,0.09095012609047526,0.0,0.9365331298960532,1.122611113824527,1.031660987734052,-0.09512785783799871,0.09095012609047504,0.0,100.2998269704652,100.2998269704652,100.2998269704652,21.6872977704652,21.6872977704652,21.6872977704652,7.663466870103947,7.477388886175473,7.568339012265948,0.0951278578379986,-0.09095012609047526,0.0,0.0,0.09095012609047526,0.0,21.6872977704652
gen=34_member=5833_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.23577810678121747,0.21921230026142347,0.0,0.23577810678121747,0.21921230026142347,0.0,4.057678386616517,4.512668793659158,4.293456493397734,-0.23577810678121747,0.21921230026142347,0.0,115.66799594905063,115.66799594905063,115.66799594905063,37.05546674905064,37.05546674905064,37.05546674905064,4.542321613383483,4.087331206340842,4.3065435066022655,0.23577810678121747,-0.21921230026142347,0.0,0.0,0.21921230026142347,0.0,37.05546674905064
gen=35_member=5892_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.17625571680777075,0.16656127663923037,0.0,0.17625571680777163,0.16656127663923037,0.0,2.493045567193028,2.835862560640029,2.669301284000799,-0.17625571680777075,0.16656127663923037,0.0,112.23753885500612,112.23753885500612,112.23753885500612,33.6250096550061,33.6250096550061,33.6250096550061,6.1069544328069725,5.7641374393599705,5.930698715999201,0.17625571680777163,-0.16656127663923037,0.0,0.0,0.16656127663923037,0.0,33.6250096550061
gen=35_member=5893_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.07475119005191455,0.07181851074201484,0.0,0.07475119005191466,0.07181851074201528,0.0,0.738537202443726,0.8851069032376554,0.8132883924956406,-0.07475119005191455,0.07181851074201484,0.0,94.61457109372272,94.61457109372272,94.61457109372272,16.002041893722712,16.002041893722712,16.002041893722712,7.861462797556274,7.714893096762344,7.786711607504359,0.07475119005191466,-0.07181851074201528,0.0,0.0,0.07181851074201528,0.0,16.002041893722712
gen=35_member=5913_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.09348441314720202,0.0894797611033471,0.0,0.0934844131472019,0.08947976110334732,0.0,0.9228470003487718,1.1058111745993209,1.0163314134959738,-0.09348441314720202,0.0894797611033471,0.0,99.87449982097976,99.87449982097976,99.87449982097976,21.261970620979778,21.261970620979778,21.261970620979778,7.677152999651228,7.494188825400679,7.583668586504026,0.0934844131472019,-0.08947976110334732,0.0,0.0,0.08947976110334732,0.0,21.261970620979778
gen=35_member=5926_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.12605269407695752,0.12040095546592267,0.0,0.1260526940769573,0.12040095546592244,0.0,1.4797914294410863,1.7262450789839665,1.6058441235180438,-0.12605269407695752,0.12040095546592267,0.0,107.371015419272,107.371015419272,107.371015419272,28.75848621927199,28.75848621927199,28.75848621927199,7.120208570558913,6.873754921016033,6.994155876481956,0.1260526940769573,-0.12040095546592244,0.0,0.0,0.12040095546592244,0.0,28.75848621927199
gen=35_member=5948_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.23744914593719635,0.2207668588619791,0.0,0.23744914593719635,0.2207668588619791,0.0,4.101792728309872,4.560008733109047,4.339241874247068,-0.23744914593719635,0.2207668588619791,0.0,115.68637541264413,115.68637541264413,115.68637541264413,37.07384621264411,37.07384621264411,37.07384621264411,4.498207271690128,4.039991266890953,4.260758125752932,0.23744914593719635,-0.2207668588619791,0.0,0.0,0.2207668588619791,0.0,37.07384621264411
gen=35_member=5956_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.1878703199445404,0.1776499850240998,0.0,0.1878703199445404,0.17764998502409934,0.0,2.641972130584699,3.0074924355533392,2.8298424505292394,-0.1878703199445404,0.1776499850240998,0.0,112.6899346746427,112.6899346746427,112.6899346746427,34.07740547464268,34.07740547464268,34.07740547464268,5.9580278694153,5.59250756444666,5.77015754947076,0.1878703199445404,-0.17764998502409934,0.0,0.0,0.17764998502409934,0.0,34.07740547464268
gen=35_member=5961_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.2303558024355583,0.21487518850952103,0.0,0.2303558024355583,0.21487518850952103,0.0,3.933618534592787,4.378849525537866,4.163974337028345,-0.2303558024355583,0.21487518850952103,0.0,115.48979364522586,115.48979364522586,115.48979364522586,36.87726444522587,36.87726444522587,36.87726444522587,4.666381465407213,4.221150474462133,4.436025662971654,0.2303558024355583,-0.21487518850952103,0.0,0.0,0.21487518850952103,0.0,36.87726444522587
gen=35_member=5978_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.21474696799635629,0.20078277899450558,0.0,0.21474696799635584,0.20078277899450558,0.0,3.391885950373831,3.807415697364693,3.6066329183701873,-0.21474696799635629,0.20078277899450558,0.0,114.41057545031585,114.41057545031585,114.41057545031585,35.798046250315835,35.798046250315835,35.798046250315835,5.208114049626168,4.792584302635307,4.993367081629812,0.21474696799635584,-0.20078277899450558,0.0,0.0,0.20078277899450558,0.0,35.798046250315835
gen=35_member=5994_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.1936259417392332,0.18263621301511623,0.0,0.1936259417392332,0.18263621301511623,0.0,2.8824010853902107,3.25866324014456,3.076027027129444,-0.1936259417392332,0.18263621301511623,0.0,113.29579907798986,113.29579907798986,113.29579907798986,34.68326987798987,34.68326987798987,34.68326987798987,5.717598914609789,5.34133675985544,5.523972972870556,0.1936259417392332,-0.18263621301511623,0.0,0.0,0.18263621301511623,0.0,34.68326987798987
gen=35_member=6019_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.21697380389354448,0.20271188349163793,0.0,0.21697380389354404,0.20271188349163793,0.0,3.513408406535919,3.933094093921101,3.7303822104294633,-0.21697380389354448,0.20271188349163793,0.0,114.67498546130535,114.67498546130535,114.67498546130535,36.06245626130536,36.06245626130536,36.06245626130536,5.086591593464081,4.666905906078899,4.869617789570537,0.21697380389354404,-0.20271188349163793,0.0,0.0,0.20271188349163793,0.0,36.06245626130536
gen=36_member=6021_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.07425480258911787,0.07140699192469713,0.0,0.07425480258911765,0.07140699192469757,0.0,0.7368285623823636,0.8824903568961786,0.8110833649714815,-0.07425480258911787,0.07140699192469713,0.0,94.34295784697495,94.34295784697495,94.34295784697495,15.730428646974955,15.730428646974955,15.730428646974955,7.863171437617636,7.717509643103821,7.788916635028518,0.07425480258911765,-0.07140699192469757,0.0,0.0,0.07140699192469757,0.0,15.730428646974955
gen=36_member=6031_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.14926782154037865,0.1419850473057287,0.0,0.149267821540378,0.14198504730572914,0.0,1.9048849451004173,2.1961378139465246,2.054152766640796,-0.14926782154037865,0.1419850473057287,0.0,109.95091998755169,109.95091998755169,109.95091998755169,31.338390787551678,31.338390787551678,31.338390787551678,6.695115054899582,6.403862186053475,6.545847233359204,0.149267821540378,-0.14198504730572914,0.0,0.0,0.14198504730572914,0.0,31.338390787551678
gen=36_member=6039_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.18591621810318593,0.17542759739939617,0.0,0.18591621810318593,0.17542759739939662,0.0,2.7006628744357664,3.0620066899383485,2.8865790925389523,-0.18591621810318593,0.17542759739939617,0.0,112.84928912266682,112.84928912266682,112.84928912266682,34.236759922666806,34.236759922666806,34.236759922666806,5.899337125564234,5.537993310061651,5.713420907461048,0.18591621810318593,-0.17542759739939662,0.0,0.0,0.17542759739939662,0.0,34.236759922666806
gen=36_member=6076_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.2367668477049545,0.22032563399030547,0.0,0.2367668477049545,0.22032563399030547,0.0,4.07764140222617,4.53473388392143,4.314408249931125,-0.2367668477049545,0.22032563399030547,0.0,115.6841831464119,115.6841831464119,115.6841831464119,37.07165394641189,37.07165394641189,37.07165394641189,4.522358597773829,4.065266116078569,4.285591750068875,0.2367668477049545,-0.22032563399030547,0.0,0.0,0.22032563399030547,0.0,37.07165394641189
gen=36_member=6120_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.21574308609277892,0.20162477407153157,0.0,0.2157430860927807,0.20162477407152934,0.0,3.4734392501627185,3.890807110327029,3.6891823362554974,-0.21574308609277892,0.20162477407153157,0.0,114.57055902865704,114.57055902865704,114.57055902865704,35.95802982865704,35.95802982865704,35.95802982865704,5.126560749837282,4.709192889672972,4.910817663744501,0.2157430860927807,-0.20162477407152934,0.0,0.0,0.20162477407152934,0.0,35.95802982865704
gen=36_member=6131_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.2169510281007221,0.20268815416243458,0.0,0.21695102810072253,0.20268815416243413,0.0,3.491542382312585,3.9111815645757417,3.708493410413307,-0.2169510281007221,0.20268815416243458,0.0,114.62238993528156,114.62238993528156,114.62238993528156,36.00986073528155,36.00986073528155,36.00986073528155,5.108457617687415,4.688818435424258,4.891506589586692,0.21695102810072253,-0.20268815416243413,0.0,0.0,0.20268815416243413,0.0,36.00986073528155
gen=36_member=6133_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.21571418019527044,0.20162977359991752,0.0,0.21571418019527044,0.20162977359991796,0.0,3.438076253497457,3.855420207292645,3.6537904336927274,-0.21571418019527044,0.20162977359991752,0.0,114.48455954437703,114.48455954437703,114.48455954437703,35.87203034437702,35.87203034437702,35.87203034437702,5.161923746502543,4.744579792707355,4.946209566307273,0.21571418019527044,-0.20162977359991796,0.0,0.0,0.20162977359991796,0.0,35.87203034437702
gen=36_member=6139_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.22654251710079842,0.21147883519968946,0.0,0.22654251710079798,0.21147883519968946,0.0,3.849703117773687,4.287724470074175,4.0762456348744855,-0.22654251710079842,0.21147883519968946,0.0,115.33470587350448,115.33470587350448,115.33470587350448,36.722176673504485,36.722176673504485,36.722176673504485,4.750296882226312,4.312275529925825,4.523754365125514,0.22654251710079798,-0.21147883519968946,0.0,0.0,0.21147883519968946,0.0,36.722176673504485
gen=36_member=6144_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.18859953445003885,0.1775936120886259,0.0,0.18859953445003885,0.1775936120886259,0.0,2.8182596394207025,3.184452785959367,3.0068591738707413,-0.18859953445003885,0.1775936120886259,0.0,113.12307938922596,113.12307938922596,113.12307938922596,34.510550189225945,34.510550189225945,34.510550189225945,5.781740360579297,5.415547214040632,5.593140826129258,0.18859953445003885,-0.1775936120886259,0.0,0.0,0.1775936120886259,0.0,34.510550189225945
gen=36_member=6150_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.13205366131921892,0.12577274566797003,0.0,0.13205366131921892,0.12577274566797048,0.0,1.583308809212996,1.841135216200185,1.715362470532215,-0.13205366131921892,0.12577274566797003,0.0,108.12280014900254,108.12280014900254,108.12280014900254,29.51027094900253,29.51027094900253,29.51027094900253,7.016691190787004,6.758864783799814,6.884637529467785,0.13205366131921892,-0.12577274566797048,0.0,0.0,0.12577274566797048,0.0,29.51027094900253
gen=36_member=6188_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.11417709319907354,0.10800544232315024,0.0,0.11417709319907399,0.10800544232315001,0.0,1.2280929749764244,1.4502755104986482,1.342270068175498,-0.11417709319907354,0.10800544232315024,0.0,105.15756622240777,105.15756622240777,105.15756622240777,26.54503702240775,26.54503702240775,26.54503702240775,7.371907025023575,7.149724489501351,7.257729931824501,0.11417709319907399,-0.10800544232315001,0.0,0.0,0.10800544232315001,0.0,26.54503702240775
gen=37_member=6202_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.13548757395302014,0.12905822887385776,0.0,0.1354875739530197,0.1290582288738582,0.0,1.6522109018993285,1.9167567047262064,1.7876984758523486,-0.13548757395302014,0.12905822887385776,0.0,108.37810174860932,108.37810174860932,108.37810174860932,29.765572548609317,29.765572548609317,29.765572548609317,6.947789098100671,6.683243295273793,6.812301524147651,0.1354875739530197,-0.1290582288738582,0.0,0.0,0.1290582288738582,0.0,29.765572548609317
gen=37_member=6211_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.09172026732866845,0.08773019905616275,0.0,0.091720267328669,0.0877301990561623,0.0,0.921971139683634,1.1014216060684652,1.0136914070123024,-0.09172026732866845,0.08773019905616275,0.0,99.2689845080418,99.2689845080418,99.2689845080418,20.656455308041814,20.656455308041814,20.656455308041814,7.678028860316366,7.498578393931535,7.586308592987697,0.091720267328669,-0.0877301990561623,0.0,0.0,0.0877301990561623,0.0,20.656455308041814
gen=37_member=6216_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.19514085031403194,0.18379298250395815,0.0,0.19514085031403194,0.1837929825039586,0.0,2.9088589865093795,3.2877928193273696,3.1039998368234114,-0.19514085031403194,0.18379298250395815,0.0,113.37364478406629,113.37364478406629,113.37364478406629,34.76111558406628,34.76111558406628,34.76111558406628,5.69114101349062,5.31220718067263,5.496000163176588,0.19514085031403194,-0.1837929825039586,0.0,0.0,0.1837929825039586,0.0,34.76111558406628
gen=37_member=6224_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.20682186910890454,0.19380657532921264,0.0,0.20682186910890632,0.1938065753292122,0.0,3.1194152980239616,3.5200437424620787,3.326237167132866,-0.20682186910890454,0.19380657532921264,0.0,113.85687600969293,113.85687600969293,113.85687600969293,35.24434680969291,35.24434680969291,35.24434680969291,5.480584701976039,5.079956257537921,5.273762832867133,0.20682186910890632,-0.1938065753292122,0.0,0.0,0.1938065753292122,0.0,35.24434680969291
gen=37_member=6262_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.11110090622337321,0.105505058203059,0.0,0.11110090622337232,0.10550505820305922,0.0,1.1313972036920863,1.3480031681185185,1.2424981099154595,-0.11110090622337321,0.105505058203059,0.0,103.98532992707726,103.98532992707726,103.98532992707726,25.372800727077287,25.372800727077287,25.372800727077287,7.468602796307913,7.251996831881481,7.35750189008454,0.11110090622337232,-0.10550505820305922,0.0,0.0,0.10550505820305922,0.0,25.372800727077287
gen=37_member=6318_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.22144927860394947,0.2068407958486813,0.0,0.22144927860395125,0.20684079584867998,0.0,3.671181142873484,4.099471217326115,3.8926304214774334,-0.22144927860394947,0.2068407958486813,0.0,114.9710331782122,114.9710331782122,114.9710331782122,36.35850397821222,36.35850397821222,36.35850397821222,4.928818857126516,4.500528782673885,4.707369578522565,0.22144927860395125,-0.20684079584867998,0.0,0.0,0.20684079584867998,0.0,36.35850397821222
gen=37_member=6347_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.21297347315369963,0.19920130324951169,0.0,0.21297347315370008,0.19920130324951124,0.0,3.3162317042321616,3.728406480635373,3.5292051773858613,-0.21297347315369963,0.19920130324951169,0.0,114.275566896178,114.275566896178,114.275566896178,35.66303769617801,35.66303769617801,35.66303769617801,5.283768295767838,4.871593519364627,5.070794822614138,0.21297347315370008,-0.19920130324951124,0.0,0.0,0.19920130324951124,0.0,35.66303769617801
gen=37_member=6349_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.1804211606788524,0.17038522344848062,0.0,0.1804211606788524,0.17038522344848062,0.0,2.563047916256512,2.913854300383845,2.7434690769353645,-0.1804211606788524,0.17038522344848062,0.0,112.47547177548492,112.47547177548492,112.47547177548492,33.862942575484915,33.862942575484915,33.862942575484915,6.036952083743488,5.686145699616155,5.856530923064636,0.1804211606788524,-0.17038522344848062,0.0,0.0,0.17038522344848062,0.0,33.862942575484915
gen=37_member=6357_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.16356264995841707,0.15515483972188937,0.0,0.16356264995841663,0.15515483972188893,0.0,2.225139547255641,2.5438570369359472,2.388702197214058,-0.16356264995841707,0.15515483972188937,0.0,111.23825780768374,111.23825780768374,111.23825780768374,32.62572860768373,32.62572860768373,32.62572860768373,6.374860452744358,6.056142963064053,6.211297802785942,0.16356264995841663,-0.15515483972188893,0.0,0.0,0.15515483972188893,0.0,32.62572860768373
gen=37_member=6360_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.12375815117847955,0.11777592995979091,0.0,0.12375815117847999,0.11777592995979091,0.0,1.3881726019209657,1.6297066830592362,1.5119307530994452,-0.12375815117847955,0.11777592995979091,0.0,106.668542999679,106.668542999679,106.668542999679,28.056013799679008,28.056013799679008,28.056013799679008,7.211827398079034,6.970293316940763,7.088069246900554,0.12375815117847999,-0.11777592995979091,0.0,0.0,0.11777592995979091,0.0,28.056013799679008
gen=38_member=6398_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.20382822196973605,0.19117232877237367,0.0,0.2038282219697356,0.19117232877237367,0.0,3.05066167131924,3.4456622220613498,3.254489893288976,-0.20382822196973605,0.19117232877237367,0.0,113.70994893001884,113.70994893001884,113.70994893001884,35.09741973001883,35.09741973001883,35.09741973001883,5.54933832868076,5.15433777793865,5.345510106711024,0.2038282219697356,-0.19117232877237367,0.0,0.0,0.19117232877237367,0.0,35.09741973001883
gen=38_member=6402_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.14113721213076413,0.13423111290601364,0.0,0.14113721213076413,0.13423111290601408,0.0,1.7515657143709902,2.026934039407768,1.8927029265017543,-0.14113721213076413,0.13423111290601364,0.0,109.12438934513364,109.12438934513364,109.12438934513364,30.51186014513365,30.51186014513365,30.51186014513365,6.8484342856290095,6.573065960592231,6.707297073498245,0.14113721213076413,-0.13423111290601408,0.0,0.0,0.13423111290601408,0.0,30.51186014513365
gen=38_member=6409_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.21318739936851383,0.1994346444996835,0.0,0.21318739936851383,0.19943464449968396,0.0,3.2721541926706434,3.684776236538841,3.4853415920391573,-0.21318739936851383,0.1994346444996835,0.0,114.17118474774956,114.17118474774956,114.17118474774956,35.558655547749574,35.558655547749574,35.558655547749574,5.327845807329356,4.915223763461158,5.114658407960842,0.21318739936851383,-0.19943464449968396,0.0,0.0,0.19943464449968396,0.0,35.558655547749574
gen=38_member=6418_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.18712974359501722,0.17619220897172916,0.0,0.18712974359501722,0.17619220897172916,0.0,2.7911993424062387,3.154521294972985,2.978329086001256,-0.18712974359501722,0.17619220897172916,0.0,113.05553951817495,113.05553951817495,113.05553951817495,34.44301031817496,34.44301031817496,34.44301031817496,5.8088006575937605,5.445478705027014,5.621670913998743,0.18712974359501722,-0.17619220897172916,0.0,0.0,0.17619220897172916,0.0,34.44301031817496
gen=38_member=6443_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.15200884198609277,0.14468034215304737,0.0,0.15200884198609366,0.14468034215304648,0.0,1.9954548156395409,2.292143999778681,2.1474636576256336,-0.15200884198609277,0.14468034215304737,0.0,110.28368390758054,110.28368390758054,110.28368390758054,31.67115470758055,31.67115470758055,31.67115470758055,6.604545184360459,6.307856000221319,6.452536342374366,0.15200884198609366,-0.14468034215304648,0.0,0.0,0.14468034215304648,0.0,31.67115470758055
gen=38_member=6459_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.22667210129023507,0.2115931365339785,0.0,0.22667210129023374,0.21159313653397938,0.0,3.852408996469641,4.290674234293855,4.079081097759876,-0.22667210129023507,0.2115931365339785,0.0,115.34843912805044,115.34843912805044,115.34843912805044,36.73590992805043,36.73590992805043,36.73590992805043,4.747591003530358,4.309325765706145,4.520918902240124,0.22667210129023374,-0.21159313653397938,0.0,0.0,0.21159313653397938,0.0,36.73590992805043
gen=38_member=6465_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.21348979751491948,0.199664157903789,0.0,0.21348979751491992,0.199664157903789,0.0,3.2836215265353634,3.696775481954072,3.497111324050283,-0.21348979751491948,0.199664157903789,0.0,114.19736672237572,114.19736672237572,114.19736672237572,35.58483752237572,35.58483752237572,35.58483752237572,5.316378473464637,4.903224518045928,5.102888675949717,0.21348979751491992,-0.199664157903789,0.0,0.0,0.199664157903789,0.0,35.58483752237572
gen=38_member=6471_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.20356234418260843,0.190938267797514,0.0,0.20356234418260755,0.19093826779751488,0.0,3.0407007921034963,3.4352014040836187,3.2442631362861047,-0.20356234418260843,0.190938267797514,0.0,113.67302242067706,113.67302242067706,113.67302242067706,35.06049322067706,35.06049322067706,35.06049322067706,5.559299207896503,5.1647985959163805,5.355736863713895,0.20356234418260755,-0.19093826779751488,0.0,0.0,0.19093826779751488,0.0,35.06049322067706
