member,generation,scenario,base_T_value,base_S_value,archive_pumping_objective_cfs,pumping_objective_reeval_cfs,full_model_total_pumping_cfs,archive_depletion_cfs,depletion_cfs,streamflow_cfs,T_z_score,S_z_score,T_factor,S_factor,T_value,S_value,diffusivity_factor,T_probability_weight,S_probability_weight,joint_probability_weight,scenario_label
gen=47_member=7987_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,32.3378604,32.3379503115816,110.95047951158162,2.30822,1.7421501475610908,6.857849852438909,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=42_member=7104_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,37.1305112,37.1305477391165,115.7430769391165,4.35228,3.4787128489977057,5.121287151002294,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=44_member=7536_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,23.4668556,23.46684587614881,102.0793750761488,1.11985,0.7613296864870553,7.838670313512944,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=38_member=6480_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,31.4072248,31.40713306593588,110.01966226593586,2.07448,1.5384711146065246,7.061528885393475,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=43_member=7269_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,36.833296,36.83339971387087,115.44592891387086,4.14372,3.2945610679939725,5.305438932006027,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=35_member=5948_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,37.07392,37.07384621264411,115.68637541264413,4.33924,3.4666265648162717,5.133373435183728,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=29_member=4871_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,17.843495,17.843497187733753,96.45602638773376,0.881544,0.596747549702917,8.003252450297083,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=36_member=6031_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,31.3383796,31.338390787551678,109.95091998755169,2.05415,1.5227514526046284,7.077248547395371,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=39_member=6689_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,29.4165068,29.416418185838467,108.02894738583844,1.67871,1.2176443728774773,7.382355627122522,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=46_member=7811_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,30.8479968,30.84800808580873,109.46053728580873,1.95962,1.4457214318619964,7.154278568138003,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=36_member=6150_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,29.5103056,29.51027094900253,108.12280014900254,1.71536,1.2467851090799964,7.353214890920003,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=28_member=4698_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,19.62453592,19.62453473077234,98.23706393077234,0.948853,0.633882227013869,7.966117772986131,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=45_member=7580_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,29.4198488,29.41977376399195,108.03230296399194,1.6928,1.2300167320329691,7.36998326796703,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=37_member=6318_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,36.3585092,36.35850397821222,114.9710331782122,3.89263,3.084988985738959,5.515011014261041,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=39_member=6634_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,37.24659,37.24656995207669,115.8590991520767,4.3792,3.503130587896269,5.096869412103731,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=46_member=7788_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,32.533256,32.533172613400616,111.1457018134006,2.35444,1.7766934448190943,6.823306555180905,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=46_member=7881_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,27.1929628,27.192862415219388,105.80539161521938,1.37653,0.9518226543027444,7.648177345697255,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=27_member=4566_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,34.2026964,34.20265674649548,112.8151859464955,2.87573,2.202945357130935,6.397054642869064,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=39_member=6698_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,33.52026,33.52015097310551,112.13268017310553,2.6497,2.0199498156184643,6.580050184381536,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=41_member=6986_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,35.7676436,35.767651554973604,114.3801807549736,3.58673,2.8027568747607035,5.797243125239296,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=41_member=6973_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,35.1593996,35.15947657236159,113.77200577236158,3.28388,2.53965631020087,6.060343689799129,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=27_member=4568_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,32.5586552,32.558684654753776,111.17121385475376,2.37042,1.794032498661623,6.805967501338377,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=37_member=6357_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,32.625718,32.62572860768373,111.23825780768374,2.3887,1.8046844614262725,6.795315538573727,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=47_member=8006_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,36.7613316,36.761407828424296,115.37393702842432,4.09604,3.265686414822642,5.334313585177357,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=41_member=6898_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,31.489438,31.489447863162184,110.10197706316218,2.11934,1.5797557841034784,7.020244215896521,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=39_member=6668_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,33.933108399999995,33.933030846740984,112.545560046741,2.77099,2.119300094619325,6.480699905380675,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=48_member=8200_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,34.8907028,34.89080581472363,113.50333501472365,3.16725,2.444231897290664,6.155768102709336,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=32_member=5452_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,34.8474796,34.84753054005696,113.46005974005696,3.14182,2.4271836392480366,6.172816360751963,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=44_member=7522_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,33.1631116,33.16311565476033,111.77564485476032,2.53937,1.9308605529400973,6.669139447059902,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=45_member=7699_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,25.6714616,25.671464649350018,104.28399384935004,1.28466,0.8936331417639494,7.70636685823605,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=38_member=6478_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,35.2785976,35.27857906393331,113.8911082639333,3.35376,2.5985175757556296,6.0014824242443705,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=48_member=8105_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,36.5527908,36.55273076856624,115.16525996856625,3.9902,3.168684224335059,5.431315775664941,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=47_member=7995_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,36.4975364,36.49744644974915,115.10997564974916,3.97511,3.14291860614563,5.45708139385437,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=38_member=6507_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,36.2430988,36.243072285057984,114.855601485058,3.82686,3.0250115536371585,5.574988446362841,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=47_member=8017_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,26.3334004,26.33332130996634,104.94585050996632,1.31111,0.9069977657342582,7.693002234265742,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=28_member=4806_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,36.335338,36.335363024535646,114.94789222453564,3.87574,3.069553479977859,5.53044652002214,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=33_member=5559_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,32.1440244,32.1440689013816,110.7565981013816,2.27771,1.7083846505113365,6.891615349488664,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=28_member=4728_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,25.063886,25.063855919912235,103.67638511991224,1.21593,0.8304547851768275,7.769545214823172,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=30_member=4999_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,33.9879172,33.98794532305361,112.60047452305362,2.78942,2.1292697698224936,6.470730230177506,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=47_member=7949_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,31.0690144,31.06896850977157,109.68149770977158,1.99378,1.4736281967680431,7.126371803231956,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=37_member=6216_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,34.7610332,34.76111558406628,113.37364478406629,3.104,2.3994058420626434,6.200594157937356,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=35_member=5892_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,33.624976,33.6250096550061,112.23753885500612,2.6693,2.0353341306952006,6.564665869304799,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=47_member=7933_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,26.4996092,26.49956968298791,105.11209888298792,1.3367,0.9276769508609072,7.672323049139092,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=42_member=7127_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,33.1831636,33.183068642146345,111.79559784214636,2.56094,1.94365413939588,6.65634586060412,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=46_member=7815_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,30.2096748,30.209600453547942,108.82212965354798,1.82093,1.332304023751444,7.267695976248556,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=41_member=6988_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,27.9351096,27.935094147883344,106.54762334788336,1.48478,1.057962398421074,7.542037601578926,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=39_member=6630_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,32.2866164,32.28667995166453,110.89920915166454,2.28023,1.7200017275422972,6.879998272457702,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=46_member=7750_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,33.3573932,33.35737322320111,111.9699024232011,2.61481,1.9855965123939148,6.614403487606085,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=47_member=8066_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,36.1452896,36.14526258672567,114.75779178672568,3.76811,2.970972627971294,5.629027372028705,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=49_member=8375_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,33.014504,33.01442462041577,111.62695382041578,2.48535,1.8872020809430696,6.71279791905693,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=48_member=8129_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,36.6334444,36.63353389800296,115.24606309800296,4.0627,3.235735007226777,5.364264992773222,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=39_member=6585_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,34.7828676,34.78292178056862,113.3954509805686,3.109,2.404931978721626,6.195068021278374,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=47_member=8011_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,35.1213008,35.12122980345115,113.73375900345114,3.26403,2.525351638458318,6.074648361541682,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=40_member=6726_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,31.2425756,31.242517549639818,109.85504674963984,2.03707,1.5093268027700426,7.0906731972299575,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=44_member=7543_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,35.1870268,35.18705597340057,113.79958517340056,3.29833,2.5522176214551537,6.047782378544846,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=43_member=7287_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,33.646587600000004,33.64656535247972,112.25909455247972,2.68124,2.0460341608361383,6.553965839163862,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=41_member=6982_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,36.2787468,36.278668778733376,114.8911979787334,3.84028,3.0317313334464804,5.56826866655352,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=33_member=5577_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,34.0012852,34.00137781832889,112.6139070183289,2.80281,2.1373616030058145,6.462638396994185,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=48_member=8183_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,34.7057788,34.70587203703935,113.31840123703935,3.0773,2.3794861483292413,6.220513851670758,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=48_member=8234_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,23.7818948,23.781937390842728,102.39446659084273,1.1268,0.7671264490060592,7.83287355099394,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=42_member=7080_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,35.2182188,35.21819334968434,113.83072254968432,3.313,2.5643955659265423,6.035604434073457,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=47_member=8007_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,34.1347424,34.13470291303967,112.74723211303969,2.85212,2.1759361284479737,6.4240638715520255,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=35_member=5961_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,36.8771876,36.87726444522587,115.48979364522586,4.16397,3.321506709413636,5.278493290586364,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=31_member=5281_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,33.1156552,33.11569694121411,111.72822614121412,2.52766,1.9217853487290848,6.678214651270914,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=44_member=7417_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,28.0400484,28.04007293817745,106.65260213817746,1.50233,1.0759765986164296,7.52402340138357,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=32_member=5429_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,36.2145804,36.21459753522952,114.82712673522953,3.8078,3.004100971228532,5.595899028771468,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=37_member=6347_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,35.6629276,35.66303769617801,114.275566896178,3.52921,2.754153866229976,5.845846133770024,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=42_member=7094_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,32.7239728,32.72396444274264,111.33649364274264,2.40462,1.8223779837466172,6.777622016253382,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=45_member=7577_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,33.348481199999995,33.348578128286576,111.96110732828656,2.59343,1.972277891844679,6.627722108155321,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=38_member=6402_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,30.5117916,30.51186014513365,109.12438934513364,1.8927,1.3906277782335057,7.209372221766494,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=31_member=5196_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,37.154128,37.154036317385696,115.76656551738569,4.37901,3.504606327971288,5.095393672028711,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=41_member=6995_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,33.0581728,33.05810757863159,111.6706367786316,2.50823,1.906190563871596,6.693809436128404,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=39_member=6611_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,35.8961992,35.89623286365389,114.5087620636539,3.66312,2.878275957410505,5.721724042589495,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=49_member=8310_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,30.436708,30.43676948862573,109.04929868862573,1.88142,1.3796419335748282,7.220358066425171,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=41_member=6917_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,30.7027312,30.7026693264571,109.3151985264571,1.93448,1.425866599001728,7.174133400998272,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=42_member=7156_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,30.610492,30.610510708305725,109.22303990830572,1.91823,1.4121722285351197,7.18782777146488,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=29_member=4898_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,35.9271684,35.92717187396659,114.5397010739666,3.68037,2.877213081442073,5.722786918557927,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=47_member=7961_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,32.81844,32.81846706326812,111.43099626326811,2.42627,1.8391040992907444,6.760895900709255,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=31_member=5213_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,34.374698,34.37459988167344,112.98712908167344,2.94698,2.2717893941693617,6.3282106058306375,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=33_member=5529_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,18.32982284,18.32982475749499,96.94235395749496,0.902294,0.6100944448393062,7.989905555160694,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=41_member=6902_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,29.6283896,29.628353465378915,108.24088266537892,1.72975,1.2587558244870347,7.341244175512965,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=43_member=7373_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,30.5668232,30.566917442941545,109.17944664294156,1.90841,1.4031327783958267,7.1968672216041725,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=43_member=7354_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,36.3656388,36.365559376347385,114.9780885763474,3.91205,3.098132398737474,5.501867601262526,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=48_member=8255_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,18.69207336,18.692080334260165,97.30460953426017,0.907206,0.6164502664435115,7.983549733556488,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
gen=38_member=6443_pso,50,Tzminus2p00_Szplus2p00,1700.0,0.12,31.6712428,31.67115470758055,110.28368390758054,2.14746,1.606232148698492,6.993767851301508,-2.0,2.0,0.8,1.2,1360.0,0.144,0.6666666666666667,0.054488684549642945,0.054488684549642945,0.0029690167439504977,"T 0.80, S 1.20"
